order_number,customer_id,gender,race,age,hh_income,zip_code,preferred_channel,preferred_device,coupon_shopper,discount_shopper,item_number,item_description,item_price,promo_price,promo_code,purchase_price,target_a,target_b
3869,f37b3389d7af464b88944d7dbd4454f8,F,1,37,43866,97062,0,2,1,1,20,Low-Z Test Multi-A,7.75,14.99,0,7.75,0,1
3870,944b35fe7ec14b459a0d08e9a23077b9,F,1,39,54172,20164,0,3,1,1,10,Tonic Plus Herb Pro,29.75,12.99,0,29.75,1,1
3871,1066101b8e78470fa135650435422a52,F,1,20,25941,33801,1,3,1,1,20,Platinum Safe T,9.75,23.99,1,23.99,0,1
3872,835960d6e28d41f3864df9a3741ba32d,F,1,35,38358,37013,0,3,1,1,14,Purple Red Booster,35.75,6.99,0,35.75,0,1
3873,4b22929329ec45bba99a48a83daabad6,F,1,56,26897,17109,0,0,1,1,13,Enhanced Pro Diet Booster,5.25,12.99,0,5.25,0,1
3874,a8196381e7b54e18855bed7bd6ae2ce5,F,1,73,23976,60010,0,0,1,1,14,Multivision Bio Plus,25.75,23.99,0,25.75,0,1
3875,cd75c7a024374448b670b036b0f4d5df,F,1,26,52492,31061,1,3,1,1,6,Enhanced Pro Diet Booster,9.75,12.99,1,12.99,1,1
3876,3fec59d40c63480db86a741e873f1a64,F,1,19,41004,44203,1,2,1,1,4,Multivision Bio Plus,11.95,6.99,1,6.99,0,1
3877,d8116b8a997b4445925c488e5aadf243,F,1,50,43135,11580,0,2,1,1,5,Green Tonic Multi Plus,12.25,11.99,0,12.25,0,1
3878,b5edd5ed9e2545c2900eb201506683c1,F,1,25,30361,38654,1,3,1,1,22,Enhanced Pro Diet Booster,12.25,25.99,1,25.99,0,1
3879,e26db370f1f14f32aa61b74e7bb9aed7,F,1,42,59184,02127,0,1,1,1,14,Multivision Bio Plus,25.75,28.99,0,25.75,1,1
3880,cc191abd59a5404285d317378d99fd5d,F,1,33,52200,07006,0,3,1,1,3,Qualm Zen Plus Z,29.25,7.99,0,29.25,1,1
3881,309e6093b33140138c7b308296a48d6f,F,1,24,27965,60453,1,3,1,1,1,Zen Ultra Multi Plus,37.75,12.99,1,12.99,0,1
3882,c167b52a81174b7eb45b226fac181fe9,F,1,36,48373,11432,0,3,1,1,17,Hi-C Multi-Tablets,29.25,9.99,0,29.25,0,1
3883,9da5682c9d104a69b2f0830680527ce4,F,1,30,26641,59801,0,3,1,1,15,Herbal Plus Vitamin Tonic,31.75,28.99,0,31.75,0,1
3884,1c726378e6ba406b826134116d7bab3a,F,1,42,50873,07032,0,1,1,1,19,Low Acid Multi Plus Redux,5.25,12.99,0,5.25,1,1
3885,89a8ce03b3ef4b40bf74ca071722bb17,F,1,78,41616,34653,0,0,1,1,12,Low Acid Multi Plus Redux,35.75,27.99,0,35.75,0,1
3886,1c6bef8efd6d4910aa390dce11ecf08a,F,1,32,53199,24401,0,2,1,1,13,Platinum Safe T,15.95,4.99,0,15.95,1,1
3887,288c1778330c4994800642caccfda45d,F,1,20,59236,32137,1,1,1,1,21,Green Tonic Multi Plus,11.75,28.99,1,28.99,1,1
3888,27fc25dab0ea415e97ae47f13dcd4d16,F,1,46,59236,50501,0,1,1,1,15,Green Tonic Multi Plus,17.75,7.99,0,17.75,1,1
3889,3e70170cbbcd439a93e1b957d4667291,F,1,29,42223,44406,1,2,1,1,23,Low Acid Multi Plus Redux,34.75,12.99,1,12.99,0,1
3890,3c458fe3b17e4260ad4b23278eaea90b,F,1,46,27965,30263,0,3,1,1,5,Herbal Bio Organic Low Mass,11.75,28.99,0,11.75,0,1
3891,d6b338b9e26f49e98708b5985d29c68e,F,1,34,73900,43147,0,1,1,1,7,Zen Ultra Multi Plus,37.75,6.99,0,37.75,1,1
3892,6a1bd2a738a54f27aedcef6c6df378f0,F,1,26,45848,27703,1,3,1,1,12,Herbal Plus Vitamin Tonic,7.75,30.99,1,30.99,0,1
3893,d4a77704386f4d71acfc1d763f6eb444,F,1,59,53312,27028,0,0,1,1,23,Vitamin Plus Gold Plus,15.75,12.99,0,15.75,1,1
3894,46e69906b9eb4c27a75fba5a9e7965e3,F,1,18,38408,67037,1,1,1,1,15,Purple Red Booster,35.75,9.99,1,9.99,0,1
3895,fb1ca8d4ad7743499237d6626a1fd559,F,1,51,43265,44221,0,2,1,1,6,Multivision Bio Plus,17.75,12.99,0,17.75,0,1
3896,856116398cd042c9a0f19fb8c6d096f7,F,1,32,47910,07110,0,3,1,1,11,Nature Hi-C Low Fat,29.75,9.99,0,29.75,0,1
3897,671bbdff857b487c8b9f23e2b9c6bafe,F,1,69,32177,18062,0,0,1,1,11,Pant Alluronic Bio Plus,15.75,12.99,0,15.75,0,1
3898,ba0187975d5a4315a1646c3f6bb900c5,F,1,38,55033,34231,0,1,1,1,11,Nature Hi-C Low Fat,25.75,25.99,0,25.75,1,1
3899,88ded05de0a34bc9b65ed4984d1febf0,F,1,41,62153,30736,0,1,1,1,4,Purple Red Booster,8.25,23.99,0,8.25,1,1
3900,c1f79216be0e4655a0d77883e6743434,F,1,36,39010,29483,0,3,1,1,6,Tonic Plus Herb Pro,13.75,12.99,0,13.75,0,1
3901,e58ae3dab77542d3a3a91686ce827b43,F,1,46,47369,45420,0,2,1,1,20,Pant Alluronic Bio Plus,15.75,16.99,0,15.75,0,1
3902,3560fd4a64ad4f78aadd5d6288b03e95,F,1,59,32577,55379,0,0,1,1,8,Reductive Fat Booster Bio,12.25,16.99,0,12.25,0,1
3903,51b7dd6c57c741c49e582ea57140ed7b,F,1,30,44241,36330,0,1,1,1,20,Hi-C Multi-Tablets,11.75,23.99,0,11.75,0,1
3904,3948609fd8c04717b926667ffef9279a,F,1,28,61505,47906,1,1,1,1,21,Tonic Plus Herb Pro,19.25,4.99,1,4.99,1,1
3905,d9106a42b83f46fcbbad017b794f8200,F,1,69,53265,08012,0,0,1,1,15,Tri Herb Plants Green,31.75,23.99,0,31.75,1,1
3906,9970ee5b07594a7b9ef35358d24d6387,F,1,30,59236,32137,0,2,1,1,20,Herbal Tonic Hi Z Low Sodium Plus C,25.75,28.99,0,25.75,1,1
3907,aba7bf0ba8cc47509e5ff5bd66720bc4,F,1,28,39918,30019,1,2,1,1,12,Enhanced Pro Diet Booster,12.25,14.99,1,14.99,0,1
3908,40be6ea6d5744e12a09670799bf5a6e6,F,1,29,30361,21801,1,2,1,1,17,Pant Alluronic Bio Plus,31.75,25.99,1,25.99,0,1
3909,3202072992ac4c568314df4a7c99e238,F,1,66,70860,07731,0,0,1,1,9,Tonic Plus Herb Pro,13.75,9.99,0,13.75,1,1
3910,9f91db6f83504d56be6efb82f2ff08f6,F,1,18,48760,30281,1,2,1,1,2,Energizer Plus Low Carb,21.15,12.99,1,12.99,0,1
3911,2c81904902454671a44c4bdc61943e01,F,1,39,50133,18102,0,3,1,1,16,Reductive Fat Booster Bio,17.75,25.99,0,17.75,1,1
3912,844c92b4b0d048d2883f955f59f5c8d0,F,1,45,67841,49855,0,1,1,1,18,Tri Herb Plants Green,15.95,28.99,0,15.95,1,1
3913,746887fdd48744b393fe870b512fe4b3,F,1,40,53199,24401,0,2,1,1,5,Reductive Fat Booster Bio,35.75,7.99,0,35.75,1,1
3914,9da123825ec643538772deffcb0721f9,F,1,36,59216,47933,0,1,1,1,14,Vitamin Plus Gold Plus,7.75,28.99,0,7.75,1,1
3915,7c72aa8b8e6f417ea2bcabd2d8b6559a,F,1,25,38408,49009,1,3,1,1,19,Herbal Bio Organic Low Mass,15.25,9.99,1,9.99,0,1
3916,4a04fdb2964141e09b5a64bcf2d1d65e,F,1,50,27965,27834,0,3,1,1,3,Calm Energy Fizzy Plus,13.75,14.99,0,13.75,0,1
3917,b7aafa5f129344cb885ede91749c2988,F,1,59,46320,15010,0,0,1,1,13,Platinum Safe T,17.75,7.99,0,17.75,0,1
3918,05b24462d2f04d98970f24493882ff7c,F,1,20,67841,02124,1,1,1,1,19,Purple Red Booster,12.25,6.99,1,6.99,1,1
3919,70e1980987b4462d80581191d955c2b2,F,1,31,47038,48103,0,3,1,1,18,Hi-C Multi-Tablets,37.75,11.99,0,37.75,0,1
3920,e51f98e113784946adf1b80a9c2dbcab,F,1,38,33969,73112,0,1,1,1,18,Platinum Safe T,15.95,28.99,0,15.95,0,1
3921,ad32e4a3a3a6468d9fb24772def28739,F,1,30,55033,34231,0,3,1,1,14,Zen Ultra Multi Plus,9.75,11.99,0,9.75,1,1
3922,d2588bbf0ea14cea82cec394445a700e,F,1,31,62605,34990,0,3,1,1,16,Herbal Bio Organic Low Mass,13.75,14.99,0,13.75,1,1
3923,269579a120c241a69e182e1f1072705a,F,1,57,47776,43123,0,0,1,1,17,Qualm Zen Plus Z,34.75,15.99,0,34.75,0,1
3924,4bcab90193d0489894a5168095148198,F,1,29,35668,34698,1,2,1,1,15,Zen Ultra Multi Plus,17.75,6.99,1,6.99,0,1
3925,e70f317f1209476a86d7fe00af5a1cfa,F,1,28,30361,30741,1,1,1,1,3,Slimmer Multi Low Fat Low Sodium,15.75,4.99,1,4.99,0,1
3926,138365c7f7d24c318b400441081f8b1a,F,1,21,39918,30019,1,1,1,1,14,Green Tonic Multi Plus,35.75,23.99,1,23.99,0,1
3927,181535e87e364616b371c677c511463c,F,1,47,47910,48322,0,3,1,1,18,Tri Herb Plants Green,25.75,14.99,0,25.75,0,1
3928,168480cfd3ea4b91a27b9a188e24407d,F,1,20,59236,21117,1,1,1,1,4,Platinum Safe T,15.95,28.99,1,28.99,1,1
3929,7d788edec3fe4b5fb4ab21e60591c8fa,F,1,41,52492,31061,0,3,1,1,14,Herbal Tonic Hi Z Low Sodium Plus C,7.75,7.99,0,7.75,1,1
3930,b034c77727194ff79a30d82c8bcdb3ab,F,1,32,53833,44136,0,1,1,1,13,Enhanced Pro Diet Booster,21.15,20.99,0,21.15,1,1
3931,5c9abf658ca84edab1d76f56d3ff3fb2,F,1,38,46968,06010,0,1,1,1,8,Vitamin Plus Gold Plus,35.75,20.99,0,35.75,0,1
3932,a11ec188f40c44279e25728be24acdde,F,1,43,46311,07753,0,2,1,1,11,Herbal Tonic Hi Z Low Sodium Plus C,34.75,14.99,0,34.75,0,1
3933,cf30db373df04a0fb75bd157f7358654,F,1,61,83694,19426,0,0,1,0,5,Hi-C Multi-Tablets,17.75,23.99,0,17.75,1,0
3934,0999c1ab7ca94acc8b65ae8d7bd43ea9,F,1,46,55033,46614,0,2,1,1,20,Herbal Bio Organic Low Mass,15.75,6.99,0,15.75,1,1
3935,c51df8f5853643609373fb20334ccdca,F,1,32,51467,15010,0,3,1,1,1,Reductive Fat Booster Bio,9.75,14.99,0,9.75,1,1
3936,c4132add4aa24bb1b60ea043cecfbd7f,F,1,41,56967,11704,0,1,1,1,5,Herbal Bio Organic Low Mass,8.25,20.99,0,8.25,1,1
3937,d2c6f2d9575a43eaab6e74c1c200b4fb,F,1,46,38334,33702,0,1,1,1,13,Tri Herb Plants Green,21.15,27.99,0,21.15,0,1
3938,6658f05775f849f08cfafd33ba36d716,F,1,60,38000,44406,0,0,1,1,23,Purple Red Booster,37.75,30.99,0,37.75,0,1
3939,766617e0205044a7a62f4cbb746828aa,F,1,38,45848,33428,0,3,1,1,1,Herbal Plus Vitamin Tonic,11.95,7.99,0,11.95,0,1
3940,1b9ef2a43a4649fb8ffcd62bd467f21c,F,1,25,49693,95993,1,1,1,1,3,Pant Alluronic Bio Plus,31.75,14.99,1,14.99,0,1
3941,47c91d3bec0847d18f17bf1f7e986a85,F,1,27,54241,57401,1,1,1,1,19,Green Tonic Multi Plus,13.75,14.99,1,14.99,1,1
3942,70a7302bc0e74deda34a095700206781,F,1,22,46241,34653,1,3,1,1,17,Zen Ultra Multi Plus,11.75,14.99,1,14.99,0,1
3943,6658f7f6cba9415ca55129ea73544869,F,1,35,69654,49085,0,2,1,1,21,Herbal Plus Vitamin Tonic,7.75,9.99,0,7.75,1,1
3944,04a85f63f7814a67bf59fe60f563ad8c,F,1,47,50873,47802,0,3,1,1,5,Reductive Fat Booster Bio,11.75,6.99,0,11.75,1,1
3945,7c49ea2d68eb47d2af40701c734b1549,F,1,24,47242,11735,1,3,1,1,9,Energizer Plus Low Carb,13.75,11.99,1,11.99,0,1
3946,218d41c1753a442ba366b0dedf2527a5,F,1,35,61505,34639,0,3,1,1,15,Green Tonic Multi Plus,25.75,30.99,0,25.75,1,1
3947,66ccb90ffd5a45779d4e0e982ec146bc,F,1,41,47113,08234,0,1,1,1,19,Purple Red Booster,7.75,28.99,0,7.75,0,1
3948,1f90a9f69b204f8cbd06dadede96d01d,F,1,29,56967,11704,1,2,1,1,9,Herbal Plus Vitamin Tonic,37.75,28.99,1,28.99,1,1
3949,d102aa9024a74eedb7ae3c219ad699a1,F,1,36,41750,77904,0,2,1,1,11,Pant Alluronic Bio Plus,31.75,9.99,0,31.75,0,1
3950,d17635fa26f240d099ca929bbe208cb2,F,1,46,34116,44224,0,2,1,1,23,Enhanced Pro Diet Booster,35.75,16.99,0,35.75,0,1
3951,1b7bd151f40d4e75a2afa17ea648cfeb,F,1,50,40815,70001,0,2,1,1,22,Fizzy Herb Tonic Plus,25.75,6.99,0,25.75,0,1
3952,c178877cbfac40c091e63405d885b954,F,1,47,27965,52501,0,3,1,1,23,Pant Alluronic Bio Plus,11.75,7.99,0,11.75,0,1
3953,81fd3d6b229e41188884ce5f9cf2538d,F,1,35,62153,07052,0,3,1,1,1,Herbal Plus Vitamin Tonic,35.75,9.99,0,35.75,1,1
3954,986cb2765f6f4d8fb507f5bad76d786b,F,1,40,48715,32043,0,3,1,1,17,Enhanced Pro Diet Booster,29.75,14.99,0,29.75,0,1
3955,5d0bb9911e754d97b4fc6c3ca6475c0d,F,1,71,36733,20735,0,0,1,1,5,Platinum Safe T,29.25,6.99,0,29.25,0,1
3956,de82773fc6c04f7cb0d886ce586a39a6,F,1,50,61505,34639,0,1,1,1,14,Zen Ultra Multi Plus,11.75,12.99,0,11.75,1,1
3957,eaf1dfc9b0ce4f7c81d8e6a5b637a870,F,1,23,47910,42141,1,2,1,1,23,Calm Energy Fizzy Plus,37.75,20.99,1,20.99,0,1
3958,408c3d788c4c4f0883eff49b975d6e17,F,1,32,26641,60010,0,2,1,1,12,Low Acid Multi Plus Redux,15.75,14.99,0,15.75,0,1
3959,29d5d503eccf48a9883620c6bb27c03d,F,1,25,46311,48047,1,3,1,1,5,Zen Ultra Multi Plus,34.75,14.99,1,14.99,0,1
3960,67ebdd31c40b418ab506d3af3e9759d0,F,1,57,32800,91733,0,0,1,1,17,Kind Tablets Organic Plus,31.75,20.99,0,31.75,0,1
3961,e2399202c6de4f6ebc8e824299141a17,F,1,26,30933,92220,1,2,1,1,5,Low Acid Multi Plus Redux,25.75,6.99,1,6.99,0,1
3962,b17f529ed865457db7bbefbea09f3561,F,1,39,33969,73112,0,2,1,1,7,Energizer Plus Low Carb,21.15,27.99,0,21.15,0,1
3963,4d52e80ab1004787a66428df8e9ca727,F,1,45,53517,48192,0,3,1,1,9,Vitamin Plus Gold Plus,9.75,28.99,0,9.75,1,1
3964,bf8309f8ff26446a8273cffbc2fa5223,F,1,42,37339,33904,0,1,1,1,17,Energizer Plus Low Carb,25.75,25.99,0,25.75,0,1
3965,14b712c86c2f49899aed05219b968cbe,F,1,37,39918,60185,0,1,1,1,23,Multivision Bio Plus,13.75,15.99,0,13.75,0,1
3966,1bebc18c799b4079bc15589e5902dc88,F,1,32,30361,58201,0,3,1,1,15,Kind Tablets Organic Plus,29.25,14.99,0,29.25,0,1
3967,85b7b72cbbad44c4960b1f7020809884,F,1,31,78734,60031,0,2,1,1,7,Nature Hi-C Low Fat,31.75,12.99,0,31.75,1,1
3968,f066feebf19e4c04a16ffaa7fed5a4db,F,1,19,67841,49855,1,3,1,1,15,Enhanced Pro Diet Booster,11.75,15.99,1,15.99,1,1
3969,1e1e166070bf49feafc33b65591a6090,F,1,57,33904,11776,0,0,1,1,1,Purple Red Booster,31.75,9.99,0,31.75,0,1
3970,ff271ff902a64dd88fc4365b85c9271a,F,1,42,56902,14850,0,1,1,1,24,Enhanced Pro Diet Booster,5.25,7.99,0,5.25,1,1
3971,ae6c50fba27f4ef7995bb391681c2db8,F,1,57,45093,07601,0,0,1,1,19,Purple Red Booster,15.25,23.99,0,15.25,0,1
3972,7c5caae5e2c1466cacf47a59c25d8d53,F,1,36,39918,58102,0,1,1,1,10,Nature Hi-C Low Fat,15.95,16.99,0,15.95,0,1
3973,bb47902aa4ec4dac8fb0b93de4284a12,F,1,25,46311,07753,1,1,1,1,20,Herbal Bio Organic Low Mass,15.25,23.99,1,23.99,0,1
3974,af124e2381ef4e12a8d5b8f90e67a666,F,1,28,30361,27804,1,3,1,1,14,Herbal Tonic Hi Z Low Sodium Plus C,15.75,14.99,1,14.99,0,1
3975,aa1a19935c3c48af96297d3ba572ad97,F,1,34,67841,02124,0,3,1,1,4,Low-Z Test Multi-A,21.15,30.99,0,21.15,1,1
3976,ffd08e52ec924c35958e49ad84e7a0b1,F,1,26,75131,48867,1,3,1,1,19,Pant Alluronic Bio Plus,35.75,12.99,1,12.99,1,1
3977,e677c3de82624f1183e40ed850b67c43,F,1,50,50966,29841,0,1,1,1,10,Reductive Fat Booster Bio,11.75,20.99,0,11.75,1,1
3978,03d4cd18475d4d17a914cf4374af97af,F,1,49,39398,23228,0,2,1,1,23,Slimmer Multi Low Fat Low Sodium,15.75,9.99,0,15.75,0,1
3979,7ab2bc4f7a904888b190d69199827e79,F,1,65,30572,73112,0,0,1,1,4,Pant Alluronic Bio Plus,11.75,30.99,0,11.75,0,1
3980,de220f816a4440a4b8f29a30f4910ed9,F,1,42,35510,45103,0,3,1,1,15,Fizzy Herb Tonic Plus,31.75,23.99,0,31.75,0,1
3981,1409a5b96b814bf8ad6cffbb5132c2ce,F,1,50,52698,02860,0,1,1,1,3,Low-Z Test Multi-A,8.25,16.99,0,8.25,1,1
3982,9a91274c2b5c4df092533c32bc094faa,F,1,33,62605,33040,0,1,1,1,12,Purple Red Booster,17.75,11.99,0,17.75,1,1
3983,c7f53957934d47178ef683fac2a80a12,F,1,37,48373,11432,0,3,1,1,17,Vitamin Plus Gold Plus,15.95,20.99,0,15.95,0,1
3984,be32d3e186d1489faa75c4f2ffc13e3e,F,1,44,34367,37312,0,1,1,1,20,Qualm Zen Plus Z,35.75,6.99,0,35.75,0,1
3985,276f482a029f4a5ea59fbf76390efe7e,F,1,77,47996,77566,0,0,1,1,20,Energizer Plus Low Carb,9.75,12.99,0,9.75,0,1
3986,91a629ff71b048de9c096f5b725477ac,F,1,35,52492,33470,0,2,1,1,5,Hi-C Multi-Tablets,17.75,25.99,0,17.75,1,1
3987,f8296c89d4dd4297b8761e2f2c0959bb,F,1,26,46694,33594,1,2,1,1,24,Herbal Plus Vitamin Tonic,35.75,14.99,1,14.99,0,1
3988,b26d7ecba5724aeb9ca811df5e7045cd,F,1,28,38408,08822,1,3,1,1,12,Hi-C Multi-Tablets,31.75,12.99,1,12.99,0,1
3989,28d5d7b761584e74a1703bef2404763a,F,1,42,44104,11530,0,2,1,1,12,Green Tonic Multi Plus,17.75,28.99,0,17.75,0,1
3990,35b0fa4c4d3346aa87bdd32ae995d2ca,F,1,26,61505,34639,1,2,1,1,24,Multivision Bio Plus,17.75,6.99,1,6.99,1,1
3991,f63d8f192ba14f9ea57d1fb9d4454737,F,1,30,46224,06512,0,3,1,1,14,Enhanced Pro Diet Booster,17.75,9.99,0,17.75,0,1
3992,cc9105186b40451bb22e41eba7f36ffd,F,1,88,36268,10512,0,0,1,1,22,Zen Ultra Multi Plus,5.25,27.99,0,5.25,0,1
3993,766eba1b5f7a409991615a91d0b5576d,F,1,50,50104,07601,0,3,1,1,7,Hi-C Multi-Tablets,25.75,20.99,0,25.75,1,1
3994,0062913fc3094705b7a6acb907e00e80,F,1,45,36445,91733,0,1,1,1,6,Green Tonic Multi Plus,9.75,6.99,0,9.75,0,1
3995,73d1636e730a4e90ab9979fdd1506c34,F,1,54,50104,07601,0,2,1,1,21,Green Tonic Multi Plus,29.25,23.99,0,29.25,1,1
3996,2a37a3fd8da4427189097d2ab2273754,F,1,35,29879,53095,0,3,1,1,1,Herbal Tonic Hi Z Low Sodium Plus C,11.75,20.99,0,11.75,0,1
3997,1f076a89e8ff4b0996ae0e81e0eca4e7,F,1,49,59236,32137,0,3,1,1,5,Low Acid Multi Plus Redux,35.75,12.99,0,35.75,1,1
3998,50575e99b8b24efababdf95939df4561,F,1,49,39918,30019,0,1,1,1,1,Platinum Safe T,8.25,9.99,0,8.25,0,1
3999,cc531b2cf2b24d238aa39e524971ad41,F,1,38,50104,07601,0,1,1,1,4,Nature Hi-C Low Fat,31.75,27.99,0,31.75,1,1
4000,6bc7289c0506439c967ec7448894c2b1,F,1,21,59236,32137,1,1,1,1,3,Low-Z Test Multi-A,8.25,14.99,1,14.99,1,1
4001,77f8ea419a9f43a58dde8f3060ca4f1a,F,1,45,47910,48322,0,3,1,1,23,Herbal Bio Organic Low Mass,15.75,12.99,0,15.75,0,1
4002,2da98ccfc70244fbac6f898224693a47,F,1,38,31350,06360,0,3,1,1,24,Calm Energy Fizzy Plus,34.75,30.99,0,34.75,0,1
4003,d7a2dd210f354dbfaaa2dc732cda41a5,F,1,42,44104,11530,0,1,1,1,19,Pant Alluronic Bio Plus,12.25,25.99,0,12.25,0,1
4004,c9128f6678eb472aabb1b40a5e39a6cd,F,1,27,54312,33458,1,1,1,1,9,Enhanced Pro Diet Booster,21.15,28.99,1,28.99,1,1
4005,07aa6017331b4a17979d098bce54c384,F,1,49,55033,34231,0,3,1,1,4,Fizzy Herb Tonic Plus,17.75,11.99,0,17.75,1,1
4006,15a30b45b503410d9b7411e9157a08e9,F,1,55,27965,39120,0,1,1,1,1,Qualm Zen Plus Z,29.25,27.99,0,29.25,0,1
4007,0c33c37b287c47e7819b08571acec8bd,F,1,27,46311,07753,1,2,1,1,1,Herbal Plus Vitamin Tonic,21.15,20.99,1,20.99,0,1
4008,a2a8e152c18344a18e34bb257a25fd87,F,1,47,75131,11003,0,3,1,1,18,Calm Energy Fizzy Plus,31.75,20.99,0,31.75,1,1
4009,d2b1b1962b884bc28a16fa1512928e41,F,1,61,30704,44224,0,0,1,1,17,Low-Z Test Multi-A,31.75,9.99,0,31.75,0,1
4010,e61f5dba2f87498d9772bec267130cfd,F,1,43,30149,44663,0,2,1,1,4,Slimmer Multi Low Fat Low Sodium,8.25,25.99,0,8.25,0,1
4011,83446ac374574a7aa4cfa8b1568a6ae5,F,1,52,59236,21117,0,1,1,1,8,Herbal Bio Organic Low Mass,9.75,14.99,0,9.75,1,1
4012,8b0a131d50664633b2339d3726ea2b5e,F,1,31,50104,32720,0,2,1,1,17,Herbal Plus Vitamin Tonic,29.25,12.99,0,29.25,1,1
4013,16e42273568a4c86a68275697ce12731,F,1,44,45848,60053,0,2,1,1,16,Tonic Plus Herb Pro,13.75,7.99,0,13.75,0,1
4014,2aa85393fe9a4cfca7c3a26350ffa8e5,F,1,51,53517,48192,0,1,1,1,9,Zen Ultra Multi Plus,15.25,28.99,0,15.25,1,1
4015,73413412ea574612863aaf684e1a2bac,F,1,43,53265,44070,0,1,1,1,8,Herbal Bio Organic Low Mass,25.75,9.99,0,25.75,1,1
4016,99c308e24dcb43d9b6bf8fd5b4edca0a,F,1,26,44104,11530,1,1,1,1,17,Herbal Tonic Hi Z Low Sodium Plus C,29.75,12.99,1,12.99,0,1
4017,7aa50f7857b34291837e2ee693429bfe,F,1,32,57387,99654,0,3,1,1,15,Calm Energy Fizzy Plus,9.75,16.99,0,9.75,1,1
4018,c8e9b95b80e74537abf157c8173fd634,F,1,30,50968,54911,0,3,1,1,8,Reductive Fat Booster Bio,11.95,12.99,0,11.95,1,1
4019,74d7f35c4fd54ece9cfa09c4e36d7509,F,1,49,73900,43147,0,2,1,1,2,Green Tonic Multi Plus,25.75,23.99,0,25.75,1,1
4020,b3df0621f3434792a92074ec26527993,F,1,65,36733,12401,0,0,1,1,18,Tri Herb Plants Green,29.25,20.99,0,29.25,0,1
4021,6ba0aaf9412e4311b4670f1085342272,F,1,27,36445,91733,1,1,1,1,20,Qualm Zen Plus Z,31.75,27.99,1,27.99,0,1
4022,90a5e8eda6404e1fbf517b42ace8938c,F,1,44,33003,54880,0,2,1,1,15,Low Acid Multi Plus Redux,21.15,28.99,0,21.15,0,1
4023,d3cc1e10853e4f5d8666b779cd336397,F,1,41,27965,58078,0,2,1,1,7,Tri Herb Plants Green,17.75,12.99,0,17.75,0,1
4024,21e91d4203cc489b83be4d30ba623b2d,F,1,19,47369,45420,1,1,1,1,11,Fizzy Herb Tonic Plus,15.25,23.99,1,23.99,0,1
4025,2d6c51bae6774cb99af17e83eec4050e,F,1,29,29336,53150,1,2,1,1,24,Tonic Plus Herb Pro,35.75,28.99,1,28.99,0,1
4026,92af95afbbde459da5b38f9a697c5bb5,F,1,55,59184,20850,0,3,1,1,20,Green Tonic Multi Plus,12.25,4.99,0,12.25,1,1
4027,4a11d6813efb42319f556b55367c6345,F,1,56,25168,55337,0,0,1,1,2,Purple Red Booster,5.25,11.99,0,5.25,0,1
4028,624f3dfeb20a4ed099aa3431e46f1afd,F,1,42,61505,34639,0,3,1,1,14,Low-Z Test Multi-A,12.25,6.99,0,12.25,1,1
4029,4b509cf929384c1c9a3559bd41c87273,F,1,37,26641,30014,0,3,1,1,6,Purple Red Booster,15.75,6.99,0,15.75,0,1
4030,d032004689a84309a931494f26a1e4d2,F,1,30,47113,40207,0,3,1,1,22,Herbal Plus Vitamin Tonic,25.75,9.99,0,25.75,0,1
4031,60b66326c8b847bbb43008747ae6b7f2,F,1,23,46066,10002,1,3,1,1,22,Reductive Fat Booster Bio,11.95,6.99,1,6.99,0,1
4032,2cd17b1c055041a7b27b5db06a908ac3,F,1,50,51825,10701,0,1,1,1,2,Qualm Zen Plus Z,13.75,14.99,0,13.75,1,1
4033,b10593e1b2dd42458209e93367f7cc17,F,1,38,27965,58078,0,1,1,1,12,Low-Z Test Multi-A,9.75,27.99,0,9.75,0,1
4034,73f0b8195e374c569e13c847d9e86c97,F,1,67,47242,31061,0,0,1,1,13,Enhanced Pro Diet Booster,17.75,27.99,0,17.75,0,1
4035,b0c432b7a88344d18ddfd8da5a444d77,F,1,27,46440,37388,1,1,1,1,7,Qualm Zen Plus Z,35.75,12.99,1,12.99,0,1
4036,15ac799775554c80b10648ad6f1fd9a8,F,1,35,51825,10701,0,2,1,1,3,Multivision Bio Plus,35.75,4.99,0,35.75,1,1
4037,c2a351ef3569464886a186a3e4382b02,F,1,54,62605,49684,0,1,1,1,10,Slimmer Multi Low Fat Low Sodium,11.75,9.99,0,11.75,1,1
4038,63c5b34d85984d408ce07debb5d2fd5f,F,1,26,50104,07601,1,2,1,1,21,Fizzy Herb Tonic Plus,17.75,27.99,1,27.99,1,1
4039,dd6f670549ea4140b4ac5a67237f75ec,F,1,42,56465,47401,0,3,1,1,8,Qualm Zen Plus Z,13.75,25.99,0,13.75,1,1
4040,aec326586c2d40f88859ce8979250407,F,1,70,44809,37379,0,0,1,1,19,Purple Red Booster,11.95,6.99,0,11.95,0,1
4041,d5502b6b6a4047028faa3547683fd656,F,1,18,69654,07302,1,1,1,1,18,Fizzy Herb Tonic Plus,29.25,15.99,1,15.99,1,1
4042,16112a88c0e24513b64a228a9d5b601e,F,1,25,48373,11432,1,1,1,1,6,Energizer Plus Low Carb,15.95,12.99,1,12.99,0,1
4043,782ff53c291140b5be68dae7451eec57,F,1,59,53312,32137,0,0,1,1,21,Green Tonic Multi Plus,25.75,20.99,0,25.75,1,1
4044,7bbee5c3e6a44e3a959e20b4316bc0c0,F,1,59,41616,34653,0,0,1,1,18,Herbal Bio Organic Low Mass,7.75,28.99,0,7.75,0,1
